character_id,age,sex,height_cm,weight_kg,strength,reaction,stamina,speed,intelligence,perception,agility,endurance,stress_resistance,luck,panic,fatigue,hunger,thirst,mental_stability,focus,confidence,pain_tolerance,has_flashlight,flashlight_battery,has_knife,has_backpack,has_first_aid_kit,medkit_count,has_water,water_amount,has_food,food_amount,has_radio,level_id,level_difficulty,visibility,entity_density,entity_aggression,resource_density,maze_complexity,geometry_stability,spawn_area_danger,distance_to_nearest_entity,noise_generated,time_since_last_encounter,special_rule,survived_24h,survival_time_hours,escape_probability
5445,31,M,178.5,88.2,51.16,13.08,57.33,54.44,9.59,100.0,45.2,40.71,65.66,78.08,2.5,8.91,4.68,10.0,41.65,11.59,14.49,39.56,0,0.0,1,0,1,4,1,4.33,0,0.0,1,0,4.76,57.77,68.07,31.63,85.06,37.16,57.77,31.63,43.07,2.13,72.04,none,0,206.51,77.89
5446,33,F,177.3,75.7,48.91,12.94,33.93,45.73,40.94,45.15,23.5,29.72,67.55,54.06,4.89,41.69,15.63,29.56,48.54,37.52,6.77,29.89,1,35.61,1,1,1,3,0,0.0,1,8.26,1,1,5.5,70.22,62.12,35.56,81.68,62.79,70.22,35.56,45.23,0.99,64.23,none,0,133.07,59.73
5447,39,F,181.8,101.3,61.08,44.67,57.04,60.17,77.65,69.72,36.7,19.24,22.27,77.14,16.9,22.2,13.68,19.87,17.35,60.65,2.35,16.23,1,53.09,0,1,1,3,1,3.62,0,0.0,1,2,5.5,40.43,30.61,30.61,69.36,83.62,67.38,30.61,81.05,5.98,66.26,none,1,132.35,58.77
5448,28,M,183.3,93.0,63.88,19.86,66.88,68.57,26.97,52.16,46.56,19.32,32.89,80.05,18.71,20.28,18.31,23.63,7.63,23.74,1.74,18.95,1,21.43,1,1,0,0,0,0.0,1,6.13,1,5,5.5,26.82,6.51,4.66,59.25,65.24,26.82,4.66,115.78,11.21,71.59,none,1,163.22,64.95
5449,32,M,183.6,90.6,66.84,6.63,54.13,71.59,16.14,39.76,20.54,53.23,84.19,38.26,0.58,10.47,7.91,12.11,48.91,24.54,8.94,52.35,1,22.04,1,1,0,0,1,3.77,1,7.4,0,4,4.36,59.65,24.1,5.43,72.67,52.25,59.65,5.43,94.47,0.12,71.23,none,0,173.45,69.32
5450,38,F,164.5,76.6,20.15,29.66,15.13,22.84,45.19,57.15,13.95,12.07,76.66,41.8,3.69,34.36,7.12,14.26,65.99,38.74,3.75,15.95,1,36.86,0,1,1,4,1,4.25,0,0.0,0,0,5.5,86.79,58.67,44.13,83.36,85.76,86.79,44.13,46.57,0.85,60.85,none,0,100.21,51.55
5451,37,F,188.4,99.6,81.57,42.88,92.08,91.82,60.86,57.77,53.8,34.57,40.92,84.6,13.06,10.97,13.07,19.22,26.69,54.13,7.66,32.45,0,0.0,1,1,1,3,1,3.66,1,7.16,1,2,5.5,43.63,37.91,18.69,70.16,57.01,72.71,18.69,76.37,6.1,69.47,none,1,166.19,75.78
5452,34,F,189.3,105.0,78.39,18.65,83.97,81.22,53.37,33.55,32.84,43.02,49.64,73.19,4.75,7.63,11.41,14.21,24.78,51.9,13.62,38.09,0,0.0,1,1,0,0,1,2.98,1,5.73,1,1,2.95,54.15,59.4,8.72,55.07,28.75,54.15,8.72,52.9,1.84,71.29,none,1,190.79,80.72
5453,36,F,179.3,97.8,63.53,28.38,55.08,64.51,65.27,47.6,24.3,26.34,29.65,40.27,16.34,9.05,2.2,6.83,16.77,51.52,3.68,19.2,1,58.41,0,0,1,4,1,4.61,1,9.17,1,1,5.5,48.93,10.75,4.57,91.3,60.93,48.93,4.57,110.49,3.93,71.42,none,0,201.81,64.52
5454,52,F,169.4,97.9,46.4,26.57,41.47,55.89,80.72,25.37,11.36,49.01,94.48,43.84,0.54,44.58,49.02,55.4,68.12,81.32,20.85,47.51,1,35.63,0,0,0,0,0,0.0,1,4.25,1,3,5.5,72.94,54.96,51.73,39.44,46.47,72.94,51.73,50.14,0.34,60.64,none,0,196.56,69.51
5455,30,F,175.2,86.3,28.41,9.89,29.45,35.21,41.92,48.77,5.44,21.88,61.94,10.4,6.66,30.82,30.13,33.05,29.15,32.49,8.31,22.31,0,0.0,0,1,0,0,1,1.97,0,0.0,1,6,5.5,10.72,45.58,40.19,32.64,50.0,42.86,40.19,62.62,3.74,64.03,darkness,0,83.04,43.97
5456,28,F,168.7,76.1,35.17,12.91,20.96,44.88,27.57,45.43,18.0,27.18,56.05,59.69,1.97,44.91,54.84,61.7,21.92,22.24,15.92,20.94,1,13.3,0,0,0,0,0,0.0,1,4.16,0,1,3.44,36.09,19.92,5.4,38.5,27.0,36.09,5.4,100.38,0.31,71.96,none,1,204.38,72.03
5457,37,M,181.9,98.2,74.28,54.55,66.98,69.9,70.88,79.81,60.03,31.57,48.55,23.4,11.66,13.34,18.81,20.15,6.48,61.66,7.33,32.3,1,22.51,0,1,1,2,0,0.0,1,3.01,1,2,5.47,8.3,76.83,41.44,26.4,45.4,13.83,41.44,31.9,8.68,70.15,none,0,157.72,58.32
5458,31,M,195.0,103.9,91.62,16.78,98.37,94.12,64.03,34.92,29.71,23.14,20.19,62.34,2.28,8.61,10.57,17.14,11.61,63.3,2.69,19.22,1,51.57,1,1,1,3,1,3.91,1,7.69,1,3,4.02,56.09,50.79,6.61,75.67,54.18,56.09,6.61,62.63,1.42,70.77,none,1,148.8,72.72
5459,42,F,171.7,90.9,48.91,3.19,44.22,53.14,72.0,14.52,4.75,13.77,36.93,83.2,24.84,25.48,16.5,23.6,24.57,56.16,3.21,17.74,0,0.0,1,1,1,3,0,0.0,1,6.99,1,end,5.5,66.62,56.64,40.02,68.28,57.25,66.62,40.02,46.32,7.72,57.68,trap_exit,0,117.42,47.22
5460,24,M,162.6,68.9,18.51,2.65,13.83,22.42,3.44,58.73,19.16,8.96,35.47,35.54,18.58,39.99,42.11,42.54,9.3,5.55,2.6,6.02,0,0.0,0,0,0,0,0,0.0,0,0.0,0,end,5.14,31.36,39.58,15.29,4.79,53.41,31.36,15.29,75.22,7.52,70.23,trap_exit,1,91.06,45.74
5461,44,M,178.6,105.0,69.05,26.85,65.08,46.57,54.8,41.68,31.0,64.18,82.28,65.82,0.75,21.55,16.7,31.61,45.02,51.91,28.64,61.59,1,45.6,0,1,1,3,0,0.0,1,8.26,0,7,3.57,52.89,35.28,10.68,81.71,26.83,52.89,10.68,81.39,0.1,71.31,flooding,0,210.03,87.24
5462,42,F,185.1,100.5,69.72,38.49,51.09,70.1,69.37,48.46,32.31,40.15,44.67,11.0,1.87,34.63,28.52,37.71,29.81,72.49,4.37,31.95,0,0.0,1,0,1,3,1,3.28,1,6.36,1,1,4.81,62.85,55.46,5.77,61.7,74.37,62.85,5.77,57.32,0.25,70.97,none,1,122.92,58.99
5463,42,M,184.2,104.0,63.32,14.91,50.26,61.74,40.78,25.52,18.05,9.32,22.62,54.0,12.23,17.26,20.19,30.39,23.82,42.82,12.03,16.98,1,38.2,1,1,0,0,1,3.72,1,7.31,0,0,3.03,86.18,68.52,19.44,71.64,16.81,86.18,19.44,41.86,6.93,70.76,none,1,198.24,74.52
5464,34,M,174.0,86.3,49.05,15.83,37.76,44.86,36.89,46.67,22.87,33.19,57.79,86.03,2.99,30.94,18.63,30.69,56.78,37.43,14.2,27.73,1,33.0,1,1,1,3,1,3.94,0,0.0,1,2,5.5,55.73,60.59,46.7,76.38,43.19,92.88,46.7,47.18,0.38,64.71,none,1,182.43,75.26
5465,37,M,170.3,82.1,34.31,47.31,20.92,40.76,73.45,78.81,29.43,14.27,44.02,40.84,1.57,51.03,41.49,44.95,10.28,69.16,2.05,14.23,0,0.0,0,1,0,0,1,1.83,0,0.0,0,1,5.28,25.77,29.2,5.05,29.45,77.78,25.77,5.05,89.02,0.92,71.7,none,1,130.9,54.38
5466,47,F,181.3,102.8,57.85,12.49,48.93,52.74,91.67,25.02,10.22,37.05,60.52,55.15,1.8,15.66,0.0,8.31,47.18,84.99,4.21,33.03,1,87.22,1,1,0,0,1,5.0,1,10.0,1,4,5.5,76.46,31.62,9.84,100.0,70.33,76.46,9.84,82.42,0.34,68.44,none,1,201.35,82.28
5467,42,F,175.9,91.4,36.97,47.16,41.06,43.67,67.5,72.21,23.0,12.36,34.64,41.62,16.92,12.43,9.64,11.6,24.78,57.44,6.63,13.58,1,38.12,1,1,1,3,1,2.77,1,5.29,1,6,5.5,19.4,19.23,11.41,50.43,63.68,77.61,11.41,99.33,8.12,70.57,darkness,1,188.22,70.85
5468,36,M,163.4,73.8,24.95,51.85,22.21,17.74,47.44,76.39,21.38,21.28,81.31,43.35,2.68,35.16,36.55,45.24,67.02,48.63,53.59,21.69,0,0.0,0,0,1,3,0,0.0,0,0.0,1,7,5.29,80.59,52.75,40.94,54.29,17.78,80.59,40.94,60.75,1.84,71.29,flooding,1,180.8,86.2
5469,32,M,182.7,88.1,56.87,35.15,53.74,44.34,37.95,98.26,60.49,40.18,54.06,79.53,15.79,32.34,14.83,25.5,35.37,32.47,8.01,32.52,1,33.66,0,1,1,3,1,4.02,1,7.93,0,7,5.5,68.58,4.68,4.13,78.24,63.11,68.58,4.13,119.27,8.01,72.43,flooding,0,138.55,66.86
5470,38,M,193.4,103.7,92.34,35.77,90.62,87.79,76.88,44.37,37.4,11.63,21.0,23.82,2.69,9.64,11.94,21.1,4.42,72.97,6.68,14.79,1,61.5,0,1,1,3,1,4.07,0,0.0,1,2,2.66,15.55,34.38,6.5,79.32,17.99,25.92,6.5,83.22,1.32,72.02,none,1,197.97,74.77
5471,44,F,165.7,88.9,36.09,53.4,23.37,38.53,91.35,67.35,23.59,4.25,22.97,77.33,24.63,34.68,7.29,15.89,8.4,65.17,0.93,7.29,1,75.23,1,1,1,4,1,4.35,1,8.62,1,6,5.5,10.3,29.05,15.09,85.49,89.4,41.2,15.09,85.66,8.29,68.71,darkness,1,193.55,78.7
5472,33,M,172.9,88.6,59.34,20.56,55.57,53.85,46.54,36.48,26.16,49.66,85.34,30.33,4.68,32.0,34.84,42.45,42.48,39.95,16.94,44.48,0,0.0,0,1,0,0,1,2.85,1,5.46,1,2,5.5,31.57,88.96,71.71,52.21,38.73,52.61,71.71,16.12,1.37,60.91,none,0,167.28,60.4
5473,39,F,173.7,87.0,50.66,5.37,35.3,52.16,84.48,4.22,10.1,9.57,24.04,41.25,13.1,45.0,36.9,42.94,5.97,74.47,0.48,8.44,1,41.65,0,0,1,2,1,2.53,0,0.0,1,0,5.48,37.24,73.23,15.33,45.02,78.71,37.24,15.33,33.44,2.41,64.23,none,0,101.02,38.44
5474,33,F,175.5,89.3,32.03,26.94,35.07,35.63,66.58,48.77,14.3,32.5,73.15,19.66,8.02,22.84,4.13,17.25,30.78,57.68,17.74,24.35,1,61.05,1,1,1,4,1,4.73,1,9.44,1,6,5.48,10.79,18.55,11.4,94.08,38.09,43.17,11.4,100.62,6.72,70.94,darkness,1,178.61,86.37
5475,40,M,182.8,102.1,73.02,41.97,70.75,79.91,82.03,42.53,38.51,39.02,47.98,57.63,16.16,18.13,19.9,22.88,15.18,71.57,1.29,38.34,1,39.74,1,0,1,2,0,0.0,0,0.0,1,0,5.5,30.44,18.14,8.55,42.84,92.39,30.44,8.55,98.97,3.11,69.38,none,1,139.35,63.17
5476,33,M,184.4,101.2,84.35,11.46,72.08,80.38,41.82,39.51,28.93,50.98,77.66,35.63,10.6,12.74,20.91,21.7,8.72,32.58,12.12,55.3,0,0.0,0,1,0,0,0,0.0,1,2.02,0,3,5.38,12.2,59.88,36.05,15.98,37.16,12.2,36.05,49.39,4.5,66.89,none,1,157.07,57.85
5477,38,F,175.6,84.5,51.02,25.12,37.23,51.35,41.18,45.73,27.94,30.39,70.63,46.38,2.17,45.95,20.98,30.22,35.95,49.45,1.32,34.42,1,38.03,1,1,0,0,0,0.0,0,0.0,0,2,5.5,31.76,48.0,9.35,68.79,100.0,52.93,9.35,64.38,1.64,69.01,none,0,180.93,57.74
5478,32,M,176.0,85.0,50.86,57.63,48.24,49.41,56.8,88.3,38.02,7.32,19.19,19.11,12.13,4.43,3.15,4.19,11.41,56.75,4.59,10.04,1,43.15,1,0,1,3,1,3.3,1,6.41,1,6,5.5,13.32,49.7,37.87,62.18,58.71,53.27,37.87,63.58,9.32,70.37,darkness,1,162.65,72.26
5479,26,M,185.7,96.0,85.37,5.96,83.06,85.96,25.67,12.81,16.41,34.9,44.2,84.09,20.85,27.75,44.37,47.85,19.58,20.35,3.94,37.89,0,0.0,1,0,0,0,0,0.0,0,0.0,1,6,5.5,11.07,74.65,45.79,28.2,53.23,44.29,45.79,29.05,15.38,57.43,darkness,1,138.2,49.82
5480,36,F,174.8,95.3,50.09,37.1,51.42,51.78,39.42,56.01,32.67,45.0,74.06,85.57,11.88,23.59,35.35,42.14,18.26,35.16,30.64,37.53,0,0.0,1,0,0,0,1,2.7,0,0.0,0,2,4.14,15.27,54.82,31.25,48.99,12.75,25.45,31.25,58.37,4.7,71.38,none,1,191.6,85.05
5481,27,M,171.6,72.8,45.11,35.93,24.1,27.33,46.08,84.35,36.5,1.0,1.78,39.81,8.49,68.85,49.88,54.83,5.14,40.67,0.85,3.28,1,18.99,0,0,0,0,1,1.99,0,0.0,0,7,5.5,66.13,20.32,10.76,33.14,70.68,66.13,10.76,99.32,3.67,71.52,flooding,1,111.32,43.6
5482,31,F,161.7,80.2,16.24,14.4,16.65,23.13,31.1,58.75,22.42,15.18,58.14,59.1,7.63,17.36,15.56,18.88,41.27,26.61,16.34,14.09,0,0.0,0,0,1,3,1,2.82,1,5.4,0,2,5.5,38.37,16.09,12.66,51.61,34.84,63.95,12.66,103.85,4.1,71.19,none,1,174.41,71.85
5483,43,F,182.8,99.4,69.25,25.07,47.53,65.38,74.48,33.45,22.58,47.08,63.81,69.19,7.82,28.62,18.85,29.26,54.09,64.76,7.39,43.76,0,0.0,1,0,1,3,1,3.8,0,0.0,1,3,5.5,79.71,22.2,20.99,73.43,65.87,79.71,20.99,89.86,4.76,65.95,none,1,187.01,73.24
5484,42,F,157.7,77.8,19.92,56.97,11.9,27.43,79.43,76.8,11.84,11.49,59.17,50.04,1.83,76.51,44.35,48.65,8.64,77.1,0.94,11.25,1,29.34,1,0,1,2,0,0.0,0,0.0,0,6,5.5,3.66,38.6,16.3,32.62,100.0,14.65,16.3,75.52,1.51,69.41,darkness,0,132.79,57.06
5485,47,F,182.1,100.0,66.27,67.27,54.36,61.18,78.95,86.01,59.53,48.94,70.55,64.24,3.27,22.84,16.02,24.83,44.69,79.78,24.42,49.98,1,62.46,1,1,1,3,0,0.0,1,7.47,0,6,5.5,14.15,22.97,17.54,73.34,57.26,56.6,17.54,95.99,1.67,71.37,darkness,1,240.0,94.98
5486,23,M,174.9,73.3,42.54,6.72,46.21,46.47,24.76,43.43,25.38,4.71,23.54,77.73,16.92,16.46,21.99,26.02,10.6,16.53,6.55,9.19,0,0.0,0,0,0,0,0,0.0,1,5.04,0,end,3.81,54.26,19.31,8.18,47.83,19.98,54.26,8.18,100.94,6.03,71.84,trap_exit,1,173.23,76.29
5487,31,M,177.1,94.1,57.28,32.22,46.81,53.49,54.99,64.26,26.72,52.85,75.0,70.54,3.12,26.58,19.57,25.81,55.39,43.61,7.43,41.87,1,31.28,0,0,0,0,1,3.27,0,0.0,1,1,5.5,74.18,59.01,31.07,61.45,68.31,74.18,31.07,49.79,1.14,66.07,none,1,178.58,70.26
5488,40,F,189.3,98.3,80.31,46.9,79.31,86.62,100.0,43.41,37.92,15.71,18.6,75.4,83.7,20.71,27.06,32.36,7.99,16.04,2.08,17.74,0,0.0,0,0,1,2,0,0.0,1,5.2,1,5,5.5,37.63,32.75,28.09,49.47,66.42,37.63,28.09,77.57,11.51,65.25,none,0,95.58,28.74
5489,35,M,180.6,100.3,76.94,24.48,69.99,72.28,47.2,35.62,33.38,53.72,72.33,61.03,8.4,6.95,3.35,7.37,40.1,44.88,4.02,53.04,1,44.9,1,0,1,4,1,4.36,1,8.64,0,5,5.5,56.81,73.77,37.19,85.72,73.33,56.81,37.19,31.27,5.15,60.59,none,1,166.47,66.77
5490,49,F,194.1,105.0,94.33,68.25,92.84,90.15,82.57,81.24,72.46,64.31,65.57,76.84,6.53,13.54,21.53,23.96,41.73,80.7,4.2,65.2,1,34.51,1,1,0,0,0,0.0,1,3.92,1,8,5.5,59.88,0.0,0.0,35.98,100.0,59.88,0.0,125.0,1.69,72.5,none,1,212.01,77.48
5491,42,F,165.5,81.8,16.2,52.37,18.67,23.26,81.59,68.79,15.39,11.08,29.0,44.83,1.66,33.65,50.8,53.54,18.96,77.55,20.31,5.81,1,20.94,1,0,0,0,0,0.0,0,0.0,1,0,3.09,68.98,44.49,14.05,21.28,14.86,68.98,14.05,71.19,1.2,72.05,none,1,193.09,85.75
5492,31,F,160.3,68.5,21.32,26.08,17.29,23.62,32.91,62.21,4.42,14.13,40.5,24.87,7.93,22.49,19.99,26.5,23.35,33.24,17.91,6.77,0,0.0,1,1,1,3,1,3.29,1,6.38,0,6,5.48,12.21,73.46,55.44,61.94,24.1,48.82,55.44,35.66,5.57,69.8,darkness,0,146.24,66.5
5493,41,M,174.8,83.9,30.08,40.74,31.63,36.13,72.34,56.41,14.9,10.67,27.22,48.43,12.42,4.82,5.2,7.34,20.89,61.79,18.32,9.99,1,50.09,1,1,1,3,1,3.53,0,0.0,0,4,3.52,73.34,20.18,8.0,67.27,16.27,73.34,8.0,100.25,3.42,72.09,none,0,204.98,84.2
5494,20,F,169.0,75.3,38.23,9.87,28.91,29.64,27.37,73.68,19.85,3.24,14.02,30.17,10.46,29.4,41.66,44.49,5.79,22.45,5.42,5.85,0,0.0,0,0,1,2,0,0.0,0,0.0,0,1,4.87,35.08,9.04,5.79,25.32,21.83,35.08,5.79,113.71,1.99,72.21,none,1,146.05,65.51
5495,38,M,174.8,91.3,36.86,20.03,34.14,33.58,60.95,27.45,2.76,35.01,94.95,66.7,6.81,25.8,29.18,31.15,38.97,58.51,13.14,33.97,0,0.0,0,1,0,0,0,0.0,0,0.0,0,3,5.5,44.72,34.38,34.38,25.29,44.99,44.72,34.38,74.42,2.26,63.97,none,0,166.8,66.46
5496,28,M,181.9,91.2,64.8,47.77,59.03,62.87,46.92,78.88,56.73,26.16,43.23,77.3,14.61,18.0,21.7,23.16,20.26,41.16,3.77,21.55,1,16.51,0,1,0,0,1,1.63,0,0.0,1,2,5.5,37.35,30.06,16.87,25.13,69.33,62.24,16.87,87.01,6.45,70.86,none,0,164.45,66.99
5497,20,M,189.2,103.3,91.55,1.0,96.51,94.69,4.0,48.19,47.18,63.74,65.19,47.35,3.03,1.1,0.0,2.05,23.87,3.45,2.88,56.81,0,0.0,1,1,0,0,1,5.0,1,10.0,0,4,5.5,38.5,14.19,5.45,100.0,67.83,38.5,5.45,106.0,0.3,71.12,none,1,184.99,61.9
5498,34,F,165.2,83.1,22.76,34.91,20.15,19.36,42.93,95.11,21.2,8.28,23.48,80.97,9.55,7.0,1.21,2.97,5.68,36.31,1.14,4.75,0,0.0,0,1,1,4,1,4.46,1,8.85,1,8,5.5,25.01,30.92,28.24,87.9,75.05,25.01,28.24,87.43,3.73,72.1,none,0,149.37,71.4
5499,31,F,178.7,98.6,66.87,33.77,60.51,67.26,43.21,82.16,58.89,37.25,54.86,25.31,0.92,13.26,0.0,12.09,25.92,40.38,10.14,36.26,1,43.72,1,1,1,4,1,5.0,1,10.0,0,4,4.51,46.69,24.28,7.09,100.0,48.84,46.69,7.09,95.29,0.39,72.04,none,0,166.0,70.55
5500,39,M,181.2,101.9,76.0,27.67,69.19,76.79,57.23,41.43,33.62,30.99,43.36,10.13,10.43,33.9,53.25,58.08,31.79,56.46,13.83,29.82,1,23.69,0,0,1,2,1,1.9,1,3.46,0,5,5.5,82.02,42.65,30.8,31.2,33.95,82.02,30.8,69.53,3.92,68.01,none,0,151.07,57.58
5501,33,M,195.0,105.0,93.06,12.15,92.83,93.95,22.7,52.95,45.52,87.44,89.74,1.0,1.33,1.34,0.0,3.56,63.62,19.98,7.26,85.06,1,24.24,1,1,0,0,1,5.0,1,10.0,1,4,5.5,71.69,27.67,12.23,100.0,61.4,71.69,12.23,88.72,0.76,69.94,none,0,122.76,60.14
5502,35,F,164.0,90.6,40.18,33.09,31.45,45.67,71.05,51.61,21.5,24.72,69.54,95.01,3.8,38.22,42.57,47.54,55.12,71.28,28.7,24.34,1,30.94,0,1,1,2,1,2.16,0,0.0,1,0,5.43,81.21,52.61,32.65,36.85,36.29,81.21,32.65,58.42,0.72,68.13,none,1,207.76,83.7
5503,33,M,169.3,81.8,37.51,14.58,33.22,34.49,33.65,36.87,17.23,35.43,87.88,35.62,6.19,31.6,0.0,11.35,14.44,27.93,2.37,30.66,0,0.0,1,1,1,4,1,5.0,1,10.0,0,1,5.5,17.36,32.88,22.48,100.0,80.28,17.36,22.48,76.27,3.47,64.2,none,0,137.81,53.09
5504,33,M,186.2,84.6,65.41,46.15,62.54,61.07,26.7,90.41,63.85,43.13,67.18,55.13,1.19,7.04,0.22,11.42,24.16,31.08,27.17,42.03,0,0.0,1,0,1,4,1,4.98,1,9.96,1,4,2.28,35.81,15.83,1.42,99.62,19.51,35.81,1.42,105.99,1.02,72.49,none,1,195.27,85.7
5505,52,F,172.6,100.3,56.88,76.06,47.45,51.46,94.01,87.78,53.36,30.12,50.07,92.08,3.15,17.02,17.46,19.2,39.05,91.29,28.22,25.56,1,34.79,0,1,1,2,0,0.0,0,0.0,1,2,5.34,47.94,51.07,17.14,33.27,62.91,79.9,17.14,63.26,0.7,71.94,none,1,189.73,89.82
5506,23,M,182.7,90.9,74.08,25.16,66.19,72.65,36.59,66.21,55.33,32.58,26.02,35.07,13.37,22.97,29.7,32.24,23.1,32.94,3.78,20.58,0,0.0,0,0,0,0,0,0.0,1,3.35,1,1,5.5,81.3,51.12,26.81,29.99,64.0,81.3,26.81,60.86,7.06,69.07,none,0,119.89,51.98
5507,28,M,187.6,93.1,65.66,29.13,59.22,68.2,26.38,87.96,56.9,55.85,66.63,58.58,5.41,11.35,19.47,20.86,20.55,27.06,29.83,41.96,0,0.0,0,0,0,0,0,0.0,0,0.0,0,4,2.9,30.62,27.25,8.02,26.29,12.86,30.62,8.02,92.21,0.66,72.43,none,1,175.89,82.01
5508,35,F,179.4,89.9,59.91,8.11,43.43,63.73,46.46,20.22,6.87,48.3,90.24,92.31,2.87,41.78,30.76,36.61,37.6,44.06,1.24,47.03,1,26.02,0,1,1,2,1,2.69,1,5.13,1,2,5.5,27.26,17.29,8.47,48.77,96.21,45.44,8.47,97.44,1.74,67.56,none,1,187.71,70.69
5509,26,F,157.8,67.9,8.33,2.92,4.34,9.59,39.5,18.36,1.79,6.57,61.33,85.69,9.94,8.63,11.52,14.61,30.12,32.49,26.84,3.07,0,0.0,0,0,0,0,1,3.08,0,0.0,1,1,4.1,49.69,22.64,13.75,57.24,8.21,49.69,13.75,96.97,5.63,71.83,none,1,209.64,86.58
5510,34,M,190.0,105.0,84.19,40.87,84.0,88.01,49.0,61.2,50.15,48.38,57.61,52.6,1.1,20.53,31.68,35.67,18.93,52.16,5.17,50.15,0,0.0,1,1,0,0,0,0.0,0,0.0,0,3,5.5,33.41,75.0,49.95,38.62,62.08,33.41,49.95,31.5,0.9,64.08,none,0,166.35,64.8
5511,41,F,182.2,105.0,67.56,10.79,43.41,67.5,88.64,31.14,19.08,9.26,24.52,77.68,20.43,44.39,32.9,44.95,8.23,70.49,1.11,11.72,1,59.43,1,1,1,3,1,3.41,1,6.64,1,0,5.5,43.42,23.42,20.61,64.67,70.07,43.42,20.61,86.48,7.63,64.34,none,0,149.93,48.77
5512,26,F,173.9,84.9,39.39,22.18,33.75,34.64,30.36,50.66,25.71,31.11,58.11,66.11,4.46,54.37,49.25,51.75,19.17,24.33,2.2,25.8,0,0.0,1,1,0,0,1,1.41,0,0.0,0,8,5.5,29.63,42.07,19.74,20.24,78.43,29.63,19.74,69.57,1.95,67.37,none,1,102.15,52.66
5513,38,M,181.9,93.7,58.65,2.84,53.31,64.78,32.74,19.49,9.9,54.45,84.84,81.4,1.8,41.91,48.19,48.96,51.26,34.8,1.04,53.77,0,0.0,0,0,1,1,0,0.0,1,1.21,0,8,5.5,63.07,71.85,25.12,7.46,100.0,63.07,25.12,31.57,0.41,57.12,none,0,114.96,52.92
5514,37,M,181.2,102.2,74.61,35.29,72.2,72.47,53.44,64.05,49.73,29.22,38.9,56.34,36.08,5.27,6.1,6.64,10.58,35.39,0.91,30.82,0,0.0,0,1,1,2,0,0.0,0,0.0,1,6,5.5,6.43,45.69,42.72,30.95,94.25,25.72,42.72,62.28,6.66,63.77,darkness,1,84.11,40.64
5515,28,M,189.1,98.1,88.5,11.43,87.55,94.56,19.45,73.81,66.46,10.89,15.27,25.71,10.62,26.64,45.3,50.22,5.35,17.08,3.13,14.84,1,11.39,0,1,0,0,0,0.0,1,3.84,1,0,4.23,32.17,39.5,13.74,35.19,36.88,32.17,13.74,76.58,1.24,71.49,none,1,126.27,57.11
5516,30,M,186.5,101.7,72.68,9.23,70.5,73.08,21.7,71.8,51.67,16.14,26.85,19.0,14.78,20.93,25.34,29.3,2.17,21.4,1.04,15.45,0,0.0,1,0,0,0,0,0.0,0,0.0,0,6,5.5,2.66,65.72,27.66,43.85,66.74,10.65,27.66,43.95,10.12,68.67,darkness,1,99.83,44.11
5517,34,M,164.2,74.5,30.52,23.26,17.64,12.66,57.88,37.58,11.13,17.22,71.65,61.73,1.32,42.58,26.09,29.22,33.72,49.34,5.9,13.54,1,22.83,0,1,0,0,0,0.0,1,4.07,0,7,4.65,51.05,16.73,3.23,37.53,61.86,51.05,3.23,103.73,0.51,71.64,flooding,1,154.7,64.25
5518,42,F,175.8,90.8,52.5,13.4,44.92,48.16,73.2,9.33,9.61,23.84,39.65,60.97,19.59,9.28,6.59,7.57,5.68,60.92,0.41,17.38,0,0.0,0,1,0,0,1,2.41,1,4.54,0,6,5.5,4.08,72.76,49.96,42.5,100.0,16.32,49.96,23.76,1.35,41.82,darkness,0,55.57,23.28
5519,35,F,191.9,102.6,85.6,21.6,76.64,79.27,67.84,25.7,25.61,55.94,49.52,30.48,10.74,18.15,18.3,25.95,13.21,55.59,2.87,47.23,0,0.0,1,1,1,3,1,3.54,0,0.0,0,0,5.5,22.98,86.96,61.07,67.64,70.38,22.98,61.07,16.22,3.86,52.12,none,0,106.68,42.11
5520,30,F,168.3,79.9,32.53,1.0,14.89,22.5,12.41,13.82,3.96,20.42,78.42,31.34,1.06,39.08,28.43,32.3,74.98,15.45,4.88,17.74,0,0.0,0,1,0,0,1,2.32,0,0.0,0,5,5.5,90.75,37.64,16.19,40.5,63.68,90.75,16.19,73.29,0.33,66.21,none,1,124.92,47.33
5521,33,M,182.5,103.8,69.42,14.28,63.82,42.59,50.72,25.16,12.14,33.47,44.42,20.56,8.2,23.36,10.48,20.53,12.9,46.31,2.34,28.88,0,0.0,0,1,1,3,1,4.22,1,8.36,1,7,5.5,32.19,21.83,9.79,82.75,65.68,32.19,9.79,94.21,2.26,68.97,flooding,1,134.66,54.9
5522,37,M,194.7,104.9,88.03,24.17,91.34,92.76,39.93,61.24,57.91,34.6,50.13,66.86,10.21,5.85,0.0,14.9,9.51,36.99,8.41,40.75,1,44.14,0,1,0,0,1,5.0,1,10.0,1,4,3.78,21.6,44.78,10.58,100.0,38.12,21.6,10.58,70.4,2.66,71.57,none,1,197.46,77.59
5523,29,F,168.2,73.1,32.46,6.21,27.86,37.02,26.58,22.71,11.49,20.51,71.35,22.75,17.58,20.63,16.73,20.38,52.05,24.7,7.87,26.29,0,0.0,1,1,1,3,0,0.0,1,5.45,0,5,5.5,74.14,40.65,40.65,52.15,51.9,74.14,40.65,65.2,9.04,61.36,none,0,121.12,35.87
